	P35.F11.no.no.no.unknown.mzXML	P36.A1.no.no.no.unknown.190919182402.mzXML	P37.C8.no.no.no.unknown.mzXML	P37.D7.no.no.no.unknown.mzXML	P38.A6.no.no.no.unknown.mzXML	P38.B11.no.no.no.unknown.mzXML	P38.B5.no.no.no.unknown.mzXML	P38.C8.no.no.no.unknown.mzXML	P38.D2.no.no.no.unknown.mzXML	P38.D4.no.no.no.unknown.mzXML	P38.D6.no.no.no.unknown.mzXML	P35.A9.no.no.no.unknown.mzXML	P35.H5.no.no.no.unknown.mzXML	P36.A10.no.no.no.unknown.mzXML	P37.B2.no.no.no.unknown.mzXML	P37.C12.no.no.no.unknown.mzXML	P37.C5.no.no.no.unknown.mzXML	P37.D10.no.no.no.unknown.mzXML	P37.D3.no.no.no.unknown.190919201024.mzXML	P37.E4.no.no.no.unknown.mzXML	P38.A8.no.no.no.unknown.mzXML	P38.C10.no.no.no.unknown.mzXML	P38.C2.no.no.no.unknown.mzXML	P38.C3.no.no.no.unknown.mzXML	P38.C4.no.no.no.unknown.mzXML	P38.C6.no.no.no.unknown.mzXML	P35.F1.no.no.no.unknown.mzXML	P35.F12.no.no.no.unknown.mzXML	P35.F4.no.no.no.unknown.mzXML	P35.F7.no.no.no.unknown.mzXML	P36.A4.no.no.no.unknown.190919185036.mzXML	P37.B8.no.no.no.unknown.mzXML	P37.B9.no.no.no.unknown.mzXML	P37.C3.no.no.no.unknown.mzXML	P37.C6.no.no.no.unknown.mzXML	P37.D4.no.no.no.unknown.mzXML	P37.E10.no.no.no.unknown.mzXML	P37.E8.no.no.no.unknown.mzXML	P37.G5.no.no.no.unknown.mzXML	P37.G8.no.no.no.unknown.190919213007.mzXML	P38.A3.no.no.no.unknown.mzXML	P38.A7.no.no.no.unknown.190919210333.mzXML	P38.B10.no.no.no.unknown.mzXML	P38.B2.no.no.no.unknown.mzXML	P38.B9.no.no.no.unknown.mzXML	P38.C7.no.no.no.unknown.mzXML	P38.D3.no.no.no.unknown.mzXML	P38.D5.no.no.no.unknown.mzXML	P35.E12.no.no.no.unknown.mzXML	P35.E8.no.no.no.unknown.mzXML	P35.F6.no.yes.no.unknown.mzXML	P35.F8.no.no.no.unknown.mzXML	P35.G1.no.no.no.unknown.mzXML	P35.G2.no.yes.no.unknown.mzXML	P35.G8.no.no.no.unknown.mzXML	P36.A6.no.no.no.unknown.190919190353.mzXML	P36.A9.no.no.no.unknown.mzXML	P37.A2.no.no.no.unknown.190919181045.mzXML	P37.A8.no.no.no.unknown.mzXML	P37.B12.no.no.no.unknown.190919215641.mzXML	P37.B3.no.yes.no.unknown.mzXML	P37.C1.no.no.no.unknown.mzXML	P37.C2.no.no.no.unknown.mzXML	P37.D12.no.no.no.unknown.mzXML	P37.D8.no.yes.no.unknown.mzXML	P37.E1.no.no.no.unknown.mzXML	P37.G3.no.no.no.unknown.mzXML	P37.G4.no.yes.no.unknown.mzXML	P38.A10.no.no.no.unknown.190919193029.mzXML	P38.A4.no.no.no.unknown.190919203658.mzXML	P35.A11.no.no.no.unknown.mzXML	P35.A4.no.no.yes.no.mzXML	P35.G3.no.no.no.unknown.mzXML	P35.H11.no.no.no.unknown.mzXML	P35.H8.no.no.no.unknown.mzXML	P36.A11.no.no.no.unknown.mzXML	P36.A12.no.no.no.unknown.mzXML	P36.B3.no.no.no.unknown.mzXML	P36.B4.no.no.no.unknown.mzXML	P37.A7.no.no.no.unknown.mzXML	P37.B11.no.no.no.unknown.mzXML	P37.C11.no.no.no.unknown.mzXML	P37.D1.no.no.no.unknown.mzXML	P37.D6.no.no.no.unknown.mzXML	P37.E7.no.no.no.unknown.mzXML	P37.G12.no.no.no.unknown.190919202341.mzXML	P37.H10.no.no.no.unknown.mzXML	P38.B4.no.no.no.unknown.mzXML	P38.C9.no.no.no.unknown.mzXML	P35.F3.no.no.no.unknown.mzXML	P35.G6.no.no.yes.no.mzXML	P36.A2.no.no.no.unknown.mzXML	P37.B10.no.no.no.unknown.mzXML	P37.C10.no.no.no.unknown.mzXML	P37.C4.no.no.no.unknown.mzXML	P37.C9.no.yes.no.unknown.mzXML	P37.D9.no.no.no.unknown.mzXML	P37.G11.no.no.no.unknown.mzXML	P38.A5.no.yes.no.unknown.mzXML	P35.G7.no.no.no.unknown.mzXML	P35.H6.no.no.no.unknown.mzXML	P37.D5.no.no.no.unknown.mzXML	P38.C5.no.yes.no.unknown.mzXML	P37.E6.no.no.no.unknown.mzXML	P36.A3.no.no.no.unknown.mzXML	P36.B5.no.no.no.unknown.mzXML	P37.E5.no.no.no.unknown.mzXML	P37.H8.no.no.no.unknown.mzXML	P35.E7.no.no.yes.no.mzXML	P37.E9.no.no.no.unknown.mzXML	P37.G6.no.no.no.unknown.mzXML	P38.B1.no.no.no.unknown.mzXML	P37.A3.no.yes.no.unknown.190919205016.mzXML	P37.G7.no.no.no.unknown.mzXML	P35.A10.no.no.yes.no.mzXML	P35.H7.no.no.no.unknown.mzXML	P36.A5.no.yes.no.unknown.mzXML	P35.D8.no.yes.no.unknown.mzXML	P37.F1.no.no.no.unknown.mzXML	P36.B2.no.no.no.unknown.mzXML	P35.B4.no.no.yes.no.mzXML	P35.F9.no.no.no.unknown.mzXML	P36.B1.no.no.no.unknown.mzXML	P35.H9.no.yes.no.unknown.mzXML
P38.C6.no.no.no.unknown.mzXML	0.692141981308	0.811491510811	0.785985282675	0.770397635574	0.567347717	0.622593236755	0.589350030795	0.562405881438	0.477821596044	0.534827889233	0.655645004	0.705266891147	0.692712477307	0.759178312361	0.629186505371	0.566371130735	0.578043092266	0.704459464296	0.861193225278	0.66010076832	0.656215731859	0.481354917297	0.480656925039	0.40031614	0.563400002873	0.0	0.775543153224	0.70679760288	0.790372769895	0.822587979911	0.800277413098	0.878134639427	0.751877891241	0.674176210652	0.716180349858	0.705546404736	0.510407768224	0.805583239389	0.647479667705	0.769857516115	0.718960598578	0.707788972584	0.508115677492	0.683724869842	0.405640589108	0.59879359	0.593579261406	0.508005614738	0.775955717008	0.790674539733	0.666130313501	0.588989738206	0.824542801	0.72918439	0.690156797845	0.798817671201	0.854160751292	0.716888631849	0.688831538622	0.658508643829	0.493772939241	0.691739768695	0.620535880241	0.738345643	0.714897809715	0.701454595194	0.632314137368	0.669366977827	0.670724134165	0.720646825279	0.743178540128	0.759686685519	0.632041623184	0.77342689002	0.715999378	0.80498820778	0.778246063111	0.753611420493	0.764775008353	0.641441355538	0.764314129471	0.727964159864	0.79340322	0.903473495099	0.599159118601	0.772559260227	0.652683698826	0.54954143555	0.41917641429	0.720488636537	0.71676249985	0.72011329544	0.669233384662	0.634212062817	0.636515116637	0.743117027596	0.717251282152	0.722944343277	0.468487901532	0.806194708612	0.649392480351	0.611829245553	0.62515269475	0.667525669997	0.76030813824	0.750613421623	0.557537625885	0.656717698687	0.827165760308	0.711109418011	0.535009463697	0.67947652416	0.740978994518	0.598584900803	0.651331225651	0.68637736953	0.74404701	0.733937021798	0.665788844	0.804200751804	0.701054351046	0.830278611085	0.797510286506	0.706423979706
P35.F1.no.no.no.unknown.mzXML	0.401003857	0.448196519896	0.72520474316	0.451981952822	0.516363710516	0.499103308501	0.452297477178	0.596684009	0.555732011444	0.452842568726	0.354982861355	0.649854814825	0.420238122	0.41991738029	0.458703111	0.573910249278	0.572798170854	0.361362072	0.862546314137	0.659765512979	0.520673243719	0.607225279589	0.788639274211	0.626613024627	0.458015569542	0.775543153224	0.0	0.335952817328	0.748275699622	0.902330095853	0.632464307654	0.846829582383	0.803483324786	0.505273385495	0.84688898877	0.522660452716	0.761630204358	0.739286025261	0.486810523513	0.685087135843	0.710339035276	0.483863057516	0.615592341	0.396719398095	0.619663700049	0.430874062431	0.370829982	0.43953547728	0.404532906084	0.202266403994	0.789505959105	0.335205803668	0.593745740594	0.305222811305	0.257803368887	0.820888363	0.35967844464	0.810557484379	0.604632084395	0.61969308243	0.677809983195	0.5777881619	0.764072330292	0.427710360428	0.36996868474	0.681669323955	0.530169001	0.508826458737	0.661326474831	0.624388178	0.274108189637	0.337618708013	0.305220332653	0.361495863235	0.202718059203	0.2001632124	0.349851787675	0.337310032663	0.248374409376	0.684162848158	0.721220973279	0.522350072284	0.618486669618	0.888667521764	0.531214154234	0.573505788	0.819048105729	0.522388907045	0.65955832783	0.565258902956	0.213843362572	0.460984004383	0.444848505555	0.538392612308	0.639017972278	0.846009927002	0.531345866125	0.522709447	0.603926449	0.313736514941	0.483315931	0.768920940693	0.817946095182	0.638095266724	0.290568186	0.236723932145	0.538187741462	0.43021667757	0.303195145737	0.39586529651	0.687098273156	0.550453646775	0.498970573501	0.488492625512	0.503018033006	0.282073628205	0.848922061849	0.282516107435	0.4002113724	0.382229460764	0.210759853973	0.846300702923	0.165130633252	0.166975718334
P35.F12.no.no.no.unknown.mzXML	0.316381858367	0.527062024	0.7333654456	0.474712109839	0.513238694487	0.478560358564	0.470664540265	0.537252936925	0.512160651464	0.452831896821	0.444166460556	0.643623940535	0.335623706329	0.401317981497	0.45485796509	0.515017095425	0.551953643792	0.394736424211	0.864843007405	0.608631294609	0.54564342759	0.592133863428	0.654786260036	0.617994936382	0.548288831355	0.70679760288	0.335952817328	0.0	0.710938438145	0.883894627058	0.606305279559	0.843184704706	0.701991242788	0.542149742374	0.73981481513	0.537605292618	0.654137702211	0.752233421743	0.514497706457	0.614893500578	0.582095002791	0.484547542546	0.586152391828	0.403197167298	0.586165303793	0.472265376528	0.445318835109	0.463016553342	0.439065441085	0.419047469614	0.7599618156	0.289319534066	0.619312608381	0.446063863554	0.356692774322	0.78016719244	0.494835488515	0.766139791935	0.503906401488	0.577223962211	0.546090306773	0.575810100757	0.710572357711	0.453827318546	0.414549666	0.584703173076	0.549546718901	0.489322587787	0.618828721572	0.538489931923	0.354392453968	0.447667417448	0.294495222058	0.409695842247	0.415960616584	0.388943123055	0.421773262867	0.394364899817	0.367189448582	0.652507109869	0.704082868888	0.501415363249	0.601424150399	0.873362626871	0.534977611163	0.451225044098	0.638742319181	0.555043747	0.608082204588	0.548347086936	0.33256471267	0.501402802501	0.411293633766	0.533674296233	0.646061204	0.803372373949	0.47515392395	0.41010645718	0.59013806682	0.415618916416	0.377838634244	0.607630312962	0.790260371629	0.619345864523	0.389136294222	0.392558952126	0.488638414534	0.502178505493	0.46292689914	0.402861535687	0.589830101025	0.565753342651	0.484329598547	0.500247919499	0.512960932	0.34045108267	0.741014762259	0.294544455822	0.442293672558	0.489225366	0.367522053846	0.760431062359	0.393633596122	0.311622318
P35.F4.no.no.no.unknown.mzXML	0.687153925531	0.798972237296	0.730063935699	0.743664742	0.797094249493	0.73963197387	0.744995802235	0.699151676549	0.748928160874	0.732850593466	0.741286130353	0.466231160932	0.652997295479	0.688692146689	0.687782029532	0.774945042338	0.625492528187	0.730502680596	0.878843938939	0.792404787066	0.743303831	0.670627396	0.771539442886	0.736564141341	0.666238934833	0.790372769895	0.748275699622	0.710938438145	0.0	0.50343112651	0.647047805059	0.853448115147	0.782771486543	0.48006701674	0.534797151604	0.711332518	0.764204975	0.826669491913	0.767296059884	0.779209100558	0.816703018267	0.753240939877	0.716237141574	0.738279319215	0.767328126069	0.737896898345	0.735720638604	0.743225010743	0.667800321664	0.733760633266	0.4002985034	0.654564378309	0.734684261337	0.752377521381	0.727917989184	0.777056744666	0.74020933887	0.758021851121	0.718921075859	0.777617564333	0.659105682636	0.734145985798	0.660333428472	0.759273305398	0.734837758072	0.760996921359	0.73977509561	0.718010136	0.819258561639	0.79358687769	0.74505613349	0.721286724746	0.734673409469	0.71508810057	0.687727222219	0.763424527355	0.701615612403	0.685462584843	0.726364933726	0.758767057759	0.78065350489	0.709714044129	0.746944043367	0.863649602225	0.743574349744	0.775310498663	0.828279177485	0.756627193148	0.637392154275	0.705590546883	0.723270367138	0.573098866079	0.729206112865	0.7665976943	0.45141432008	0.757209769792	0.719665587458	0.725731612589	0.778856507668	0.724048477758	0.572408936359	0.776909829335	0.536990370768	0.761985404119	0.627579726441	0.722318325	0.737475590869	0.727103705864	0.753282961388	0.752348428248	0.793351028793	0.76004256352	0.772040902886	0.736879317868	0.734510878071	0.681583139726	0.825479598564	0.723273055138	0.708969132272	0.735136688073	0.73038649727	0.690698216381	0.7591962	0.715716269005
P35.F7.no.no.no.unknown.mzXML	0.884654149827	0.924083319734	0.834162132658	0.85589114	0.881369652703	0.87931679594	0.871129758613	0.81338440572	0.864538315932	0.878348615757	0.887740936719	0.594003381188	0.819498601729	0.894043779894	0.82011696773	0.876626811185	0.731408296134	0.888430098833	0.904149261952	0.866080097397	0.877241837	0.775336463	0.85985789793	0.838635960597	0.803068472902	0.822587979911	0.902330095853	0.883894627058	0.50343112651	0.0	0.729169978812	0.893309643107	0.851208291372	0.609051424805	0.597277489792	0.845184989	0.872346824	0.903241020952	0.889575403945	0.876477323753	0.888276729553	0.874514585937	0.857310060786	0.882612307648	0.860915204444	0.870233167676	0.883276609825	0.874067571874	0.879140459242	0.895463499105	0.40989219641	0.798231688596	0.906255065766	0.882237748706	0.88318130965	0.807058095711	0.923034116962	0.786765027107	0.875218490938	0.881116817643	0.707013727828	0.836374131491	0.699724898649	0.867044724668	0.890830982618	0.887461485169	0.885298649828	0.881466807	0.884744635769	0.88005010982	0.876590019753	0.866228015398	0.876412374753	0.90999981218	0.837830360595	0.905473448142	0.894543295789	0.886057819943	0.895802127896	0.823631651824	0.882037940941	0.857029237571	0.875488790689	0.914998120725	0.874475830874	0.890790732836	0.865714722597	0.87440242056	0.783787376568	0.857178874428	0.869731398065	0.74443306485	0.846897144923	0.850928187553	0.533638077368	0.817759901096	0.883904926361	0.888504343833	0.862878005794	0.900184034551	0.706127564559	0.863097688205	0.552035189776	0.875810869062	0.7998816937	0.898952751	0.874667290937	0.875391652938	0.909888535064	0.895891633104	0.871350829871	0.872425533745	0.722875494861	0.87953058394	0.855210976493	0.842636230371	0.851102488628	0.885306804057	0.878881930697	0.899225639647	0.847296743153	0.692194290384	0.897544658	0.866491765533
P36.A4.no.no.no.unknown.190919185036.mzXML	0.552229477015	0.649457248876	0.745358024074	0.662536333025	0.796541769712	0.706968444612	0.721868587834	0.670512094483	0.775997104232	0.713456995146	0.677448286129	0.593849097625	0.559618676982	0.531420906343	0.666386394501	0.774737843689	0.66306050319	0.675115586462	0.891847622595	0.799553326301	0.789760816261	0.744890477531	0.825616570959	0.759409071842	0.651403735917	0.800277413098	0.632464307654	0.606305279559	0.647047805059	0.729169978812	0.0	0.878703556849	0.827993249462	0.574354431341	0.757484338728	0.724818915651	0.754137936475	0.824569884965	0.761504335312	0.731873279073	0.816085274368	0.737198215445	0.705478965325	0.688515220934	0.77476224245	0.643736889247	0.683269606425	0.698551962507	0.594534621244	0.637689434536	0.722960232385	0.567946660728	0.738461088915	0.635914068274	0.632826425102	0.699019487354	0.59827160421	0.678165363092	0.711576881586	0.703769271889	0.72515846655	0.747351082274	0.722286112417	0.683765746107	0.668284460829	0.81073318542	0.772344848024	0.770206994379	0.793655321825	0.786108794963	0.629261495483	0.630104498555	0.650750924397	0.605427283157	0.631839781289	0.647361169645	0.616856099533	0.59093944125	0.62209191789	0.787729085061	0.804111505077	0.767926688696	0.810285651664	0.900077632085	0.773288900134	0.653552974559	0.84681387846	0.790797452523	0.688178846247	0.765101304114	0.641882721328	0.45978606081	0.650750638921	0.784778804646	0.633025263917	0.827751389014	0.712282309144	0.635940976638	0.805382107876	0.629299943556	0.468242149393	0.8133955884	0.731048745479	0.802684149283	0.518277739168	0.610708448336	0.737737351442	0.710367466593	0.674809696008	0.703563442075	0.791221862044	0.781725722873	0.580634738307	0.766387352285	0.74780889563	0.58507196783	0.851865582518	0.648212180287	0.709568670017	0.624543134939	0.658377062391	0.735318459059	0.645152392129	0.607025653982
P37.B8.no.no.no.unknown.mzXML	0.843070795392	0.921038264039	0.814684029594	0.822717134709	0.858188216213	0.863757153477	0.845529052154	0.867627222331	0.868092334462	0.847448651305	0.858917232212	0.827409210345	0.850921227373	0.845108361465	0.854455892364	0.831645840926	0.819604374812	0.861569271346	0.872742560445	0.852672838926	0.838693627645	0.858632226565	0.891189863381	0.865329141202	0.863008746479	0.878134639427	0.846829582383	0.843184704706	0.853448115147	0.893309643107	0.878703556849	0.0	0.834619283075	0.814082757651	0.866583555133	0.821910163712	0.867152140531	0.838439245565	0.82564393361	0.844672724311	0.872194955	0.842444913551	0.847749332381	0.848664787151	0.861955436	0.844938708233	0.846578252384	0.840439926479	0.819000609086	0.857350626713	0.855331675434	0.845837804308	0.823033004265	0.84669963823	0.843133196157	0.876504451309	0.871760545449	0.894797347473	0.846971957536	0.890602217109	0.873003921	0.835817138149	0.854246322927	0.827112503259	0.842879354079	0.858788438777	0.840429775399	0.834023712664	0.866146409268	0.860694156348	0.850762978298	0.834648829917	0.860968276278	0.837143758977	0.862505273206	0.851207660818	0.812674743375	0.842454404551	0.835416748494	0.859422640422	0.822610868621	0.82983889917	0.825504578262	0.889344364914	0.840498000479	0.866864502333	0.8996541851	0.838909931081	0.855468165289	0.830212914189	0.852241648665	0.857471157929	0.821739018624	0.81965375618	0.837964279081	0.846162143384	0.836482960755	0.853281711367	0.868462585329	0.834493575917	0.840851791398	0.859398706773	0.887998118392	0.821417483804	0.841235550397	0.836704314653	0.847438713534	0.833390759583	0.866740094064	0.85009764175	0.853723173439	0.858744553283	0.870997011452	0.856865983501	0.838220916081	0.853494082	0.923751645114	0.841787782712	0.831504087253	0.855555003072	0.853209286734	0.86022657728	0.84751852761	0.84080369408
P37.B9.no.no.no.unknown.mzXML	0.68756279225	0.86495266127	0.775963227473	0.772148602253	0.757439847728	0.766331998168	0.748363856629	0.77007890392	0.774890002126	0.753696655862	0.774548339676	0.76562253382	0.74746881501	0.724598171239	0.781121012876	0.659402502384	0.555474637667	0.7749160579	0.714576139427	0.579084666421	0.733528793466	0.773849599244	0.745434241273	0.760536416718	0.782970976085	0.751877891241	0.803483324786	0.701991242788	0.782771486543	0.851208291372	0.827993249462	0.834619283075	0.0	0.736640275317	0.580319372049	0.721057150534	0.706103243616	0.793818318031	0.731613247342	0.655917321204	0.76016338936	0.726233843369	0.754079373984	0.771499945571	0.767084284349	0.775912540672	0.781320578875	0.75109246912	0.714280381143	0.810862583229	0.772863628022	0.756115797854	0.791021610627	0.780210129659	0.768399859579	0.765170841939	0.818673275907	0.855328533868	0.715778394421	0.782732549543	0.754970154368	0.754341081088	0.736872357263	0.762690304712	0.771489634457	0.749011865757	0.729523559082	0.753967869353	0.763126809829	0.784525460862	0.78572794875	0.747987500252	0.758955938844	0.752413459857	0.808562326574	0.827522185207	0.781919695763	0.763564061182	0.790507324943	0.780231856989	0.758674850207	0.63589897391	0.64654719606	0.830513003287	0.704290787331	0.808434907766	0.657055243857	0.734507552531	0.750357647874	0.661716844875	0.751151786493	0.799483241201	0.75809746921	0.670912364823	0.731061710538	0.70174552807	0.663950409	0.732697680069	0.733785114065	0.804538605195	0.748907432004	0.569248481015	0.829807065851	0.712973616722	0.825394297698	0.771783555255	0.712578911437	0.75806157921	0.841485564261	0.79539504333	0.736886253184	0.763387489828	0.804903655975	0.769489363153	0.719351475561	0.774193892339	0.831429540506	0.767802145393	0.765441849704	0.786806546426	0.773066018475	0.673265087144	0.828002934946	0.773629699453
P37.C3.no.no.no.unknown.mzXML	0.540798826459	0.686018011686	0.640317554496	0.545340847137	0.567058299	0.604137741792	0.526032169763	0.577017557423	0.578047638844	0.503387309248	0.528431675	0.365704008317	0.565898838434	0.643641971535	0.464295644536	0.528956765884	0.409094482773	0.534348324466	0.829428814341	0.631944763264	0.569397658077	0.518384771204	0.750738481499	0.575383217	0.420646513159	0.674176210652	0.505273385495	0.542149742374	0.48006701674	0.609051424805	0.574354431341	0.814082757651	0.736640275317	0.0	0.567995481784	0.517013171207	0.705373985737	0.712667366575	0.54521402091	0.630251085185	0.703453979555	0.519592542961	0.567919493432	0.518046746759	0.615092799423	0.429660358	0.495711200504	0.501549914748	0.563344236965	0.590484741433	0.491138587763	0.405195324297	0.635008355	0.63751542	0.582480070791	0.697009221303	0.702984020594	0.643036721071	0.58514712083	0.591984405796	0.456142655184	0.553352292457	0.55508744611	0.508257946	0.504431115504	0.657098711372	0.530537053469	0.548841898128	0.61962568619	0.624942108375	0.581150639209	0.631783177264	0.569428009215	0.594905463823	0.522456386	0.603368009587	0.609211291195	0.608871328782	0.57985965663	0.596204236606	0.669179760662	0.526505575763	0.602845852	0.869235003518	0.50675296474	0.603760446396	0.755758162878	0.527425591527	0.529944338235	0.528244673595	0.54327163137	0.479737583959	0.485829918028	0.507636664754	0.306711917307	0.737999425668	0.537067520611	0.575426163425	0.624825787375	0.503505811007	0.438100179562	0.703512217186	0.534486935931	0.591330861226	0.494649924505	0.574985067063	0.509533541981	0.442865523114	0.650606934753	0.492448312776	0.669320900496	0.576912972212	0.557571316885	0.550783425898	0.511478613511	0.580536182371	0.769643821	0.579573261261	0.464395139	0.715480041715	0.525017689662	0.689888777155	0.577677541056	0.465034467465
P37.C6.no.no.no.unknown.mzXML	0.748508944623	0.885955393601	0.804500074955	0.831624962	0.787246736468	0.781720098891	0.76344806729	0.732342756599	0.765916361883	0.771466017543	0.786957330467	0.606042937212	0.736429862605	0.815581022816	0.746127226619	0.71358862243	0.603641743198	0.787633323681	0.878215623939	0.75768015091	0.790978115	0.661864045	0.718330408859	0.752473865381	0.706060154853	0.716180349858	0.84688898877	0.73981481513	0.534797151604	0.597277489792	0.757484338728	0.866583555133	0.580319372049	0.567995481784	0.0	0.77966639	0.737660517	0.84073886292	0.773837517887	0.747375562495	0.810639186243	0.794511352897	0.773768163661	0.787852700364	0.754428317018	0.802181828505	0.787164410681	0.768660583769	0.789721031421	0.838545885161	0.532634562533	0.720380976441	0.859022842648	0.833406078584	0.824287973473	0.756382968635	0.858081749929	0.755808334122	0.738828779869	0.829189960488	0.618615792474	0.784991203645	0.647210138412	0.82412818356	0.795134334283	0.757247170364	0.761322154642	0.763988975	0.806405043613	0.807445176711	0.808597065617	0.790865380059	0.807996469616	0.842872764314	0.794390575486	0.862671254206	0.829415134659	0.825223094913	0.842634403843	0.775275643775	0.809284155905	0.748660040246	0.738198383345	0.864924100989	0.76002631276	0.82674606874	0.657795689973	0.749096498122	0.651998991304	0.719652103841	0.776592241112	0.687608177594	0.769287098885	0.727723172183	0.526482230343	0.722864095187	0.774884084762	0.772485040659	0.742251671613	0.843400064295	0.63346352245	0.651718339522	0.58065035479	0.765463527117	0.76001656064	0.843735274	0.754458412877	0.761005736881	0.875834996222	0.802660343197	0.764290752764	0.808978870618	0.835938148918	0.770154902885	0.783561278242	0.771431264086	0.805586768514	0.805400834097	0.752770651382	0.819410552368	0.803404071197	0.512574864025	0.849280115	0.79430743528
P37.D4.no.no.no.unknown.mzXML	0.555669061666	0.717457078859	0.684166050106	0.350493134949	0.550404425225	0.492726687268	0.457796992	0.588544703617	0.514758535213	0.436985810563	0.451204233274	0.613531143386	0.615241396577	0.559318699881	0.444217021834	0.549300359028	0.482127118813	0.396725850905	0.837048967407	0.642068062463	0.489558529531	0.554045357338	0.717602077706	0.531489490234	0.497141030257	0.705546404736	0.522660452716	0.537605292618	0.711332518	0.845184989	0.724818915651	0.821910163712	0.721057150534	0.517013171207	0.77966639	0.0	0.670890996987	0.719689315701	0.532860294168	0.696984210303	0.702849612703	0.578971713053	0.536032933696	0.474064806	0.57993334158	0.490721712255	0.442818915836	0.399430314201	0.479895769601	0.512641399949	0.723691724553	0.48950863351	0.634853880183	0.610220510195	0.537703042	0.823288085265	0.66811345583	0.8572202795	0.564767446088	0.600197346	0.615343148615	0.434452921393	0.727518064591	0.444367043278	0.384779854692	0.632938073652	0.504263026744	0.495327964514	0.657824739342	0.703382621445	0.6000195584	0.576529655365	0.524365047476	0.621173571894	0.549495477225	0.571719073927	0.484476320516	0.496761740258	0.527102846946	0.637169609726	0.690427575774	0.416190883	0.457985324271	0.836138128806	0.413662641173	0.635578459547	0.761877081	0.470227625735	0.603557164396	0.534784144791	0.518201728686	0.599308536399	0.374209737564	0.472108712	0.554023089777	0.742241712737	0.409806897525	0.556488845665	0.594621391608	0.41999621213	0.595649344607	0.669973508485	0.795472343511	0.502708078741	0.581226448628	0.560203242319	0.455191413362	0.470928701323	0.574673256737	0.410194455359	0.677240225646	0.561894122438	0.597110369007	0.450164093375	0.455105449728	0.560827250561	0.810743395095	0.513779654702	0.407474819296	0.644158765822	0.505280909979	0.829035105171	0.537188158388	0.512378860756
P37.E10.no.no.no.unknown.mzXML	0.625723684561	0.752901964876	0.822114703313	0.752889639741	0.445234752277	0.617967165955	0.576409018	0.624655824563	0.554318611114	0.505886670494	0.665605626167	0.77036312823	0.672397301491	0.666658433667	0.655022509517	0.553948828007	0.617816512338	0.628330135558	0.840928157398	0.654016330481	0.611187562166	0.563103203311	0.545949660135	0.451669298274	0.604291432989	0.510407768224	0.761630204358	0.654137702211	0.764204975	0.872346824	0.754137936475	0.867152140531	0.706103243616	0.705373985737	0.737660517	0.670890996987	0.0	0.80798802448	0.592703851018	0.707570058292	0.674317039674	0.697215301757	0.588740222617	0.665842621	0.537684729538	0.675184443162	0.604584736593	0.543266808913	0.718814184406	0.778610100886	0.698347951603	0.615675224384	0.814894568093	0.686556222157	0.66197313	0.813756089279	0.782780279543	0.825920251609	0.576702345058	0.576092223	0.584497987584	0.648908453107	0.77329430966	0.68045236116	0.664466690832	0.690524293393	0.561593322658	0.600717642198	0.675770947324	0.698480994452	0.694927336305	0.742048236613	0.582039623418	0.716597616417	0.723466048138	0.77554025301	0.736244500264	0.713845632715	0.727012354546	0.684709571631	0.758197178605	0.64658434	0.750274788125	0.878381447864	0.579667525841	0.687044128469	0.585527319	0.553420434777	0.551444846449	0.687056162878	0.704707002034	0.742138434613	0.597074943007	0.5929935	0.708364330854	0.783233863143	0.631663343079	0.588833232617	0.525307051712	0.78020951367	0.58650898162	0.499146188254	0.755743261611	0.644509657244	0.763378824355	0.717491045848	0.559414110101	0.58814308703	0.80163025434	0.658000335368	0.502749313995	0.666959314333	0.717624506706	0.496510609259	0.650435092825	0.666984438667	0.729302513135	0.713076674004	0.634549529183	0.735824311868	0.69492249122	0.852591879147	0.782074934654	0.704589302852
