	P35.F11.no.no.no.unknown.mzXML	P36.A1.no.no.no.unknown.190919182402.mzXML	P37.C8.no.no.no.unknown.mzXML	P37.D7.no.no.no.unknown.mzXML	P38.A6.no.no.no.unknown.mzXML	P38.B11.no.no.no.unknown.mzXML	P38.B5.no.no.no.unknown.mzXML	P38.C8.no.no.no.unknown.mzXML	P38.D2.no.no.no.unknown.mzXML	P38.D4.no.no.no.unknown.mzXML	P38.D6.no.no.no.unknown.mzXML	P35.A9.no.no.no.unknown.mzXML	P35.H5.no.no.no.unknown.mzXML	P36.A10.no.no.no.unknown.mzXML	P37.B2.no.no.no.unknown.mzXML	P37.C12.no.no.no.unknown.mzXML	P37.C5.no.no.no.unknown.mzXML	P37.D10.no.no.no.unknown.mzXML	P37.D3.no.no.no.unknown.190919201024.mzXML	P37.E4.no.no.no.unknown.mzXML	P38.A8.no.no.no.unknown.mzXML	P38.C10.no.no.no.unknown.mzXML	P38.C2.no.no.no.unknown.mzXML	P38.C3.no.no.no.unknown.mzXML	P38.C4.no.no.no.unknown.mzXML	P38.C6.no.no.no.unknown.mzXML	P35.F1.no.no.no.unknown.mzXML	P35.F12.no.no.no.unknown.mzXML	P35.F4.no.no.no.unknown.mzXML	P35.F7.no.no.no.unknown.mzXML	P36.A4.no.no.no.unknown.190919185036.mzXML	P37.B8.no.no.no.unknown.mzXML	P37.B9.no.no.no.unknown.mzXML	P37.C3.no.no.no.unknown.mzXML	P37.C6.no.no.no.unknown.mzXML	P37.D4.no.no.no.unknown.mzXML	P37.E10.no.no.no.unknown.mzXML	P37.E8.no.no.no.unknown.mzXML	P37.G5.no.no.no.unknown.mzXML	P37.G8.no.no.no.unknown.190919213007.mzXML	P38.A3.no.no.no.unknown.mzXML	P38.A7.no.no.no.unknown.190919210333.mzXML	P38.B10.no.no.no.unknown.mzXML	P38.B2.no.no.no.unknown.mzXML	P38.B9.no.no.no.unknown.mzXML	P38.C7.no.no.no.unknown.mzXML	P38.D3.no.no.no.unknown.mzXML	P38.D5.no.no.no.unknown.mzXML	P35.E12.no.no.no.unknown.mzXML	P35.E8.no.no.no.unknown.mzXML	P35.F6.no.yes.no.unknown.mzXML	P35.F8.no.no.no.unknown.mzXML	P35.G1.no.no.no.unknown.mzXML	P35.G2.no.yes.no.unknown.mzXML	P35.G8.no.no.no.unknown.mzXML	P36.A6.no.no.no.unknown.190919190353.mzXML	P36.A9.no.no.no.unknown.mzXML	P37.A2.no.no.no.unknown.190919181045.mzXML	P37.A8.no.no.no.unknown.mzXML	P37.B12.no.no.no.unknown.190919215641.mzXML	P37.B3.no.yes.no.unknown.mzXML	P37.C1.no.no.no.unknown.mzXML	P37.C2.no.no.no.unknown.mzXML	P37.D12.no.no.no.unknown.mzXML	P37.D8.no.yes.no.unknown.mzXML	P37.E1.no.no.no.unknown.mzXML	P37.G3.no.no.no.unknown.mzXML	P37.G4.no.yes.no.unknown.mzXML	P38.A10.no.no.no.unknown.190919193029.mzXML	P38.A4.no.no.no.unknown.190919203658.mzXML	P35.A11.no.no.no.unknown.mzXML	P35.A4.no.no.yes.no.mzXML	P35.G3.no.no.no.unknown.mzXML	P35.H11.no.no.no.unknown.mzXML	P35.H8.no.no.no.unknown.mzXML	P36.A11.no.no.no.unknown.mzXML	P36.A12.no.no.no.unknown.mzXML	P36.B3.no.no.no.unknown.mzXML	P36.B4.no.no.no.unknown.mzXML	P37.A7.no.no.no.unknown.mzXML	P37.B11.no.no.no.unknown.mzXML	P37.C11.no.no.no.unknown.mzXML	P37.D1.no.no.no.unknown.mzXML	P37.D6.no.no.no.unknown.mzXML	P37.E7.no.no.no.unknown.mzXML	P37.G12.no.no.no.unknown.190919202341.mzXML	P37.H10.no.no.no.unknown.mzXML	P38.B4.no.no.no.unknown.mzXML	P38.C9.no.no.no.unknown.mzXML	P35.F3.no.no.no.unknown.mzXML	P35.G6.no.no.yes.no.mzXML	P36.A2.no.no.no.unknown.mzXML	P37.B10.no.no.no.unknown.mzXML	P37.C10.no.no.no.unknown.mzXML	P37.C4.no.no.no.unknown.mzXML	P37.C9.no.yes.no.unknown.mzXML	P37.D9.no.no.no.unknown.mzXML	P37.G11.no.no.no.unknown.mzXML	P38.A5.no.yes.no.unknown.mzXML	P35.G7.no.no.no.unknown.mzXML	P35.H6.no.no.no.unknown.mzXML	P37.D5.no.no.no.unknown.mzXML	P38.C5.no.yes.no.unknown.mzXML	P37.E6.no.no.no.unknown.mzXML	P36.A3.no.no.no.unknown.mzXML	P36.B5.no.no.no.unknown.mzXML	P37.E5.no.no.no.unknown.mzXML	P37.H8.no.no.no.unknown.mzXML	P35.E7.no.no.yes.no.mzXML	P37.E9.no.no.no.unknown.mzXML	P37.G6.no.no.no.unknown.mzXML	P38.B1.no.no.no.unknown.mzXML	P37.A3.no.yes.no.unknown.190919205016.mzXML	P37.G7.no.no.no.unknown.mzXML	P35.A10.no.no.yes.no.mzXML	P35.H7.no.no.no.unknown.mzXML	P36.A5.no.yes.no.unknown.mzXML	P35.D8.no.yes.no.unknown.mzXML	P37.F1.no.no.no.unknown.mzXML	P36.B2.no.no.no.unknown.mzXML	P35.B4.no.no.yes.no.mzXML	P35.F9.no.no.no.unknown.mzXML	P36.B1.no.no.no.unknown.mzXML	P35.H9.no.yes.no.unknown.mzXML
P37.A8.no.no.no.unknown.mzXML	0.438565911561	0.808946471809	0.76721374991	0.601608721996	0.475995712	0.595966277808	0.518600145759	0.588979766411	0.478779952042	0.450635456275	0.541791822	0.732015333134	0.610860155389	0.617702699573	0.503035438497	0.486430025054	0.621002208137	0.557994556442	0.88020699924	0.666806070334	0.526764678183	0.482092940295	0.590724389819	0.544366469	0.571359481857	0.688831538622	0.604632084395	0.503906401488	0.718921075859	0.875218490938	0.711576881586	0.846971957536	0.715778394421	0.58514712083	0.738828779869	0.564767446088	0.576702345058	0.766653126467	0.511639087977	0.673302371163	0.558011366337	0.532196169936	0.643512696356	0.530772987765	0.45311640618	0.522017476	0.514924012485	0.503516279745	0.58445055787	0.620831758327	0.775792591336	0.490082959255	0.720080377	0.727424646	0.674898996837	0.790719402209	0.718398642563	0.782070983654	0.0	0.642853332821	0.56636560335	0.552061667464	0.742309658485	0.555890878	0.55977699456	0.562687952749	0.527860075472	0.529034030177	0.622176382189	0.56013076744	0.556222037222	0.713131767426	0.546621826227	0.657184644543	0.677666377	0.662935227348	0.658861782171	0.604000521792	0.645731703531	0.523562805715	0.72503815055	0.557625672779	0.595699329	0.881215767272	0.528352148707	0.636991611363	0.645225312823	0.498976456499	0.645042844177	0.549737888476	0.62335408713	0.706845622414	0.491121564018	0.469373623735	0.695203293695	0.796999137842	0.495511157487	0.555249799445	0.504631468495	0.596775173194	0.495214666505	0.59753005261	0.804057068392	0.612243696163	0.666873079333	0.661237496847	0.522068732956	0.477819921044	0.719425893241	0.50849997372	0.427985399858	0.549264161225	0.612052831776	0.432053537136	0.486626761487	0.609674508415	0.737208406	0.638904555083	0.502126544	0.731661630732	0.621537984325	0.803980766098	0.643428132891	0.594008271594
P37.B12.no.no.no.unknown.190919215641.mzXML	0.569548899354	0.60583582562	0.803262357967	0.607503105	0.54399838786	0.598097963799	0.565237778696	0.572396688359	0.563625976782	0.537587129075	0.564619591912	0.721294267443	0.618852242428	0.656832918657	0.515465598273	0.596437145605	0.623174544188	0.550167966325	0.858301954929	0.632473228346	0.607460368	0.640106246	0.691978171846	0.521845597805	0.577084512789	0.658508643829	0.61969308243	0.577223962211	0.777617564333	0.881116817643	0.703769271889	0.890602217109	0.782732549543	0.591984405796	0.829189960488	0.600197346	0.576092223	0.82075430991	0.648317105824	0.686647926373	0.7250904699	0.549121110775	0.639373133459	0.531364398594	0.615782072463	0.569771669924	0.569213738354	0.562685668563	0.639139564722	0.636418502364	0.750946268751	0.542253768085	0.746377445366	0.619378714048	0.551930964656	0.827659032741	0.737020032869	0.805234206097	0.642853332821	0.0	0.635944002544	0.612068969164	0.771309285971	0.54380880986	0.554521491441	0.678820341482	0.595914393394	0.646735843	0.532882757066	0.617883567427	0.61009516922	0.702019978659	0.518094241036	0.646918919706	0.609037410023	0.662934461506	0.671634231343	0.642020986821	0.647910348648	0.719452663719	0.78074106289	0.580585232742	0.723719557309	0.925433192795	0.543576557544	0.50650536326	0.652341192957	0.579189397527	0.642654988285	0.65682547803	0.574088649213	0.689991021605	0.571543368786	0.61004008583	0.677908137873	0.834862879899	0.581212106697	0.563508528345	0.610878957416	0.614721406266	0.603071627405	0.648525746527	0.816320232908	0.714398042143	0.696945970545	0.638534311	0.563896999782	0.6007398898	0.702969062099	0.569337509431	0.697704820698	0.593298928187	0.501838230751	0.595676482798	0.577528215521	0.619800129479	0.712728369282	0.597011272201	0.59608443199	0.754985065142	0.585523286414	0.893556950787	0.66558079	0.573333918507
P37.B3.no.yes.no.unknown.mzXML	0.638911331097	0.789288046052	0.737865219359	0.66017768966	0.506932951274	0.584421750377	0.430919075724	0.563765570909	0.419022643129	0.524222156573	0.576294969517	0.552865537659	0.559700849899	0.70989037242	0.465090632663	0.409069309295	0.446814895723	0.5600261439	0.869837172805	0.630114435966	0.524520975525	0.366686341367	0.517746141277	0.478567399175	0.45362105918	0.493772939241	0.677809983195	0.546090306773	0.659105682636	0.707013727828	0.72515846655	0.873003921	0.754970154368	0.456142655184	0.618615792474	0.615343148615	0.584497987584	0.743976402616	0.504208560256	0.731090392193	0.534459751672	0.527761193292	0.60812267802	0.473809781895	0.430544690153	0.5713575315	0.52400756981	0.518862627038	0.694247670306	0.720485498	0.616553960233	0.472137473416	0.766988798184	0.726800456044	0.665687612663	0.74000362635	0.821130501732	0.711191167856	0.56636560335	0.635944002544	0.0	0.593078329814	0.531697137424	0.645075402758	0.575274061089	0.631139869184	0.478274684696	0.463143958463	0.578575199736	0.546573169866	0.633049034899	0.694139069318	0.560995868683	0.758256174242	0.652789140785	0.748886058126	0.720441612161	0.717445410576	0.713102619426	0.605705025211	0.710123300565	0.58255256333	0.69421252893	0.877470197545	0.491195700982	0.621823154055	0.634181002537	0.424679280411	0.481522299445	0.625264878749	0.630619365815	0.628910838959	0.538995988308	0.479342144917	0.495760994731	0.730208917833	0.571181741213	0.589424278974	0.424425840561	0.673778464206	0.479289203698	0.630890195185	0.607678193412	0.553342682777	0.646727936117	0.734176954734	0.381827232073	0.521403698282	0.77030911358	0.562443082	0.493079230986	0.546458416639	0.662611603494	0.484477310227	0.520314895841	0.623458954117	0.646802304764	0.586518814793	0.526725615344	0.769552734963	0.610105867	0.728481164185	0.723595547724	0.611958260254
P37.C1.no.no.no.unknown.mzXML	0.555568938	0.750834249623	0.745486033072	0.417406725496	0.546282285588	0.535221233556	0.490715266528	0.584818570868	0.499473257753	0.456801696173	0.435666300975	0.683446920266	0.63556459464	0.634999174825	0.373159289821	0.569204566231	0.525925386081	0.46000431943	0.886416539625	0.707594769439	0.510413380938	0.52658673784	0.677051768776	0.548846260579	0.477654605873	0.691739768695	0.5777881619	0.575810100757	0.734145985798	0.836374131491	0.747351082274	0.835817138149	0.754341081088	0.553352292457	0.784991203645	0.434452921393	0.648908453107	0.785217477181	0.597120227216	0.745624492018	0.675297264649	0.59452470123	0.566216055952	0.479226326562	0.553077581894	0.487369091794	0.445188367497	0.42803089786	0.586995883304	0.576303513966	0.752864708236	0.534021237864	0.713989851001	0.669223049158	0.607016496179	0.83549597374	0.730788801481	0.840409248037	0.552061667464	0.612068969164	0.593078329814	0.0	0.708395248437	0.507022797725	0.459107136352	0.620500131846	0.492673172283	0.516237746903	0.627101851492	0.671560485478	0.602177889591	0.638117562543	0.553117607788	0.685748534514	0.609845376366	0.661730538537	0.604247094583	0.59637344422	0.64605204377	0.632171336839	0.759429651323	0.512537136462	0.557650207548	0.871225309596	0.500610363497	0.65338777556	0.721724938835	0.488589981279	0.625315255499	0.60885191152	0.574230014768	0.674399773488	0.340733588626	0.487077045539	0.54409677914	0.806414052388	0.48043414626	0.559720677981	0.57108768293	0.529215021706	0.597008665813	0.702915568228	0.801308573093	0.628524034415	0.657076197543	0.672938988962	0.485218850831	0.509334115699	0.659139474634	0.470994306703	0.688489052558	0.528283063887	0.64539750095	0.449499085028	0.469400832326	0.593437097813	0.787290672744	0.58610041769	0.434822383978	0.714446929714	0.553233574127	0.848420300606	0.61825810429	0.558203211104
P37.C2.no.no.no.unknown.mzXML	0.745417334236	0.872254787361	0.633068094119	0.766240438649	0.743102750972	0.759277805519	0.716865103726	0.670617125012	0.724472411449	0.746303537112	0.747886176992	0.51149983229	0.651255865954	0.729197345323	0.658962910977	0.675353806	0.546298646546	0.752910133259	0.786186554572	0.746154614477	0.700958401551	0.650085606475	0.756773897514	0.718210294873	0.631556285263	0.620535880241	0.764072330292	0.710572357711	0.660333428472	0.699724898649	0.722286112417	0.854246322927	0.736872357263	0.55508744611	0.647210138412	0.727518064591	0.77329430966	0.748771135498	0.693905154388	0.688028406908	0.676076957218	0.688629550377	0.529382929588	0.700896284654	0.722663694475	0.599495266398	0.755513499267	0.746956670367	0.731744708134	0.789220795895	0.652375571131	0.65138249178	0.719151163877	0.781862706127	0.765628385945	0.758101879274	0.852090722704	0.523331772523	0.742309658485	0.771309285971	0.531697137424	0.708395248437	0.0	0.775511171102	0.747498823737	0.728714587	0.711419959134	0.669179403504	0.709299274983	0.69658732509	0.76843927619	0.709554076257	0.715597766005	0.765243309117	0.732902115932	0.823416367	0.762030480167	0.789468565579	0.802227039506	0.728505235321	0.750927976502	0.721154870745	0.634579325538	0.814013005129	0.697941676245	0.757542355273	0.738648646824	0.669408332347	0.628904223701	0.661130975508	0.740864749741	0.642188946853	0.743648845487	0.696378825634	0.515169333576	0.591249536088	0.707468699952	0.683820777051	0.723872390172	0.749613003498	0.645405285936	0.641306989	0.453645209907	0.591438025591	0.728507370186	0.794197763691	0.613543808227	0.713225728426	0.841673840146	0.736818547868	0.722066262305	0.672261908853	0.775805390552	0.745504218491	0.689345109447	0.729895810514	0.755776107023	0.702553288703	0.708667695835	0.794235066971	0.738535389869	0.711801404991	0.817417037726	0.718328085592
P37.D12.no.no.no.unknown.mzXML	0.482998433483	0.629713549889	0.721075006929	0.391262398304	0.491895642984	0.512199741	0.473299596683	0.577446055577	0.520685742	0.371526137057	0.364343208729	0.628443029443	0.584317506584	0.569308087785	0.396346534396	0.542314345915	0.548428627452	0.306873212307	0.835384858	0.569332146277	0.49943890825	0.581640918209	0.771482978	0.558205705116	0.458880525	0.738345643	0.427710360428	0.453827318546	0.759273305398	0.867044724668	0.683765746107	0.827112503259	0.762690304712	0.508257946	0.82412818356	0.444367043278	0.68045236116	0.732964502	0.498182306	0.667681287502	0.721971311027	0.490857629	0.57991202058	0.428364972571	0.613077578646	0.368207676736	0.357340674357	0.383550287692	0.518884358203	0.489110264766	0.742683633871	0.437712781157	0.644206973288	0.545780712092	0.447664254619	0.686182861686	0.632199168	0.805158803195	0.555890878	0.54380880986	0.645075402758	0.507022797725	0.775511171102	0.0	0.325342433976	0.672854436654	0.479360964479	0.521079719239	0.577051651366	0.642023080642	0.50000174725	0.575691492303	0.472930125209	0.515099846212	0.486846964974	0.502349558995	0.541995371313	0.539621299	0.496852363748	0.624175806812	0.720675049	0.438910431597	0.568493784137	0.892718665901	0.394726212697	0.564994421565	0.781520094454	0.472485279417	0.632451825449	0.575616778485	0.458364647542	0.606266198425	0.359859801	0.430469336576	0.631200430894	0.820357471156	0.419524970098	0.513581691514	0.602550816603	0.373842866495	0.548024762548	0.703119998594	0.804189319	0.646814426353	0.535515988536	0.486477365257	0.48453249	0.413438605	0.546102185659	0.305850916041	0.657344347829	0.547841848322	0.490824328	0.473475845	0.457029854371	0.55136487343	0.819535706639	0.504052677496	0.375826498752	0.660343065981	0.432278017852	0.845348101768	0.461270281269	0.424997997275
P37.D8.no.yes.no.unknown.mzXML	0.466333339933	0.610560701442	0.723050312631	0.307765798654	0.479197419438	0.412831020413	0.35152565573	0.537622731075	0.445463871445	0.381469080454	0.241313922724	0.633861087085	0.492669519985	0.48026160322	0.33983787668	0.517060208483	0.485410699	0.164255850329	0.874752949875	0.625570668128	0.416119927708	0.486390005743	0.726606924727	0.528633865586	0.366951243367	0.714897809715	0.36996868474	0.414549666	0.734837758072	0.890830982618	0.668284460829	0.842879354079	0.771489634457	0.504431115504	0.795134334283	0.384779854692	0.664466690832	0.711012232711	0.437447988437	0.70818462927	0.695166668628	0.461017415461	0.545982920092	0.293885220529	0.536325692913	0.366963585101	0.317022231634	0.372952960059	0.42032830787	0.394639963303	0.768436530653	0.380335448451	0.601263383804	0.51003522853	0.39714878689	0.837468480675	0.577258730577	0.84028412	0.55977699456	0.554521491441	0.575274061089	0.459107136352	0.747498823737	0.325342433976	0.0	0.646929202353	0.399366522799	0.391302526696	0.606212533016	0.644653953289	0.460830149652	0.465052781325	0.422178397555	0.510267077735	0.439403483318	0.44004793756	0.42414295956	0.429130687429	0.393862678091	0.678082412517	0.7004529337	0.386563556853	0.521737134565	0.871115346779	0.308368418963	0.583451419167	0.778847573226	0.363670140455	0.583639431959	0.516214714209	0.377659605	0.493098931465	0.305281099305	0.381904594837	0.637814806551	0.802570166172	0.361951585172	0.457958975916	0.527427882055	0.309111496546	0.518986859038	0.704891694295	0.7996573758	0.533518665	0.487447155975	0.44038288072	0.392747008393	0.335790573336	0.470363410743	0.229012111385	0.642928911464	0.457915065645	0.53017799353	0.368123128368	0.420448824682	0.456186504553	0.794260441383	0.350548006	0.294724240884	0.563705093255	0.387216485306	0.838773436597	0.398666891699	0.36510455246
P37.E1.no.no.no.unknown.mzXML	0.590826050228	0.82982408217	0.729795908918	0.677320866452	0.622718308755	0.678726181285	0.605795998591	0.651440537046	0.582729915669	0.595242650012	0.633674794733	0.732662704668	0.677931655966	0.70869382502	0.570868562287	0.585610216486	0.642788936786	0.651986705044	0.882706420469	0.71675499	0.625202596687	0.585540354865	0.656236743375	0.602231143796	0.635215104459	0.701454595194	0.681669323955	0.584703173076	0.760996921359	0.887461485169	0.81073318542	0.858788438777	0.749011865757	0.657098711372	0.757247170364	0.632938073652	0.690524293393	0.800598526798	0.616299214535	0.696960304758	0.735559750132	0.626462492494	0.68349530795	0.61972074657	0.582493344209	0.638540673723	0.625910636122	0.620182716329	0.645588301304	0.691092493699	0.782690356761	0.584315070039	0.72993822154	0.749551176501	0.699447457451	0.856373589431	0.800273678799	0.834483341828	0.562687952749	0.678820341482	0.631139869184	0.620500131846	0.728714587	0.672854436654	0.646929202353	0.0	0.607209135178	0.58883864585	0.705426502736	0.685233931944	0.708427090729	0.743086618	0.628384380929	0.740117884689	0.700259758599	0.731841815609	0.679435126801	0.701535569194	0.72863795895	0.693678149072	0.754501836982	0.602818344596	0.606291713787	0.851410788158	0.612659997356	0.71324709786	0.654436305518	0.6000348064	0.64796888288	0.586756092099	0.662435616688	0.739867764	0.620420721518	0.623307768565	0.698331871302	0.750278312996	0.5996776986	0.610442335169	0.591388539226	0.685818457	0.657906680026	0.677946245932	0.803339136787	0.633491789833	0.744080710768	0.741776186162	0.59241614863	0.618542809526	0.750336903612	0.645579805949	0.664675932174	0.58807662903	0.699244158203	0.58991685464	0.623587546376	0.667324983166	0.79017670242	0.661744305691	0.581284663837	0.761287766239	0.672283103802	0.801323673497	0.730201870214	0.657457897343
P37.G3.no.no.no.unknown.mzXML	0.494563847	0.746484375493	0.731841927084	0.543672370684	0.436460860436	0.479031891521	0.362296835043	0.528935898	0.363033810637	0.401989291701	0.414623343415	0.626686994813	0.583168743	0.588518525206	0.441534267	0.402171292793	0.516926779966	0.373188946	0.85003401015	0.623072851869	0.369281573946	0.392187375912	0.578699958421	0.447751757448	0.397068669603	0.632314137368	0.530169001	0.549546718901	0.73977509561	0.885298649828	0.772344848024	0.840429775399	0.729523559082	0.530537053469	0.761322154642	0.504263026744	0.561593322658	0.707384443293	0.357899344642	0.664105744832	0.637950733095	0.451439500549	0.531631955	0.360939168041	0.428256623571	0.473174023473	0.380687006	0.393013309303	0.53415369363	0.569584563076	0.724391562138	0.487418427744	0.641425689641	0.63990695664	0.528596433293	0.818539626	0.69020491131	0.830898141338	0.527860075472	0.595914393394	0.478274684696	0.492673172283	0.711419959134	0.479360964479	0.399366522799	0.607209135178	0.0	0.30686964304	0.542673646771	0.577225823	0.524822262762	0.568503011706	0.491192142746	0.618670064335	0.546410278546	0.61653951315	0.556550065778	0.556843815443	0.563751395218	0.665616782167	0.686385046314	0.431403412147	0.548278093548	0.855934555868	0.358887794321	0.644918328	0.712554926569	0.310256697621	0.547443864774	0.491369124289	0.49507930801	0.641904595926	0.467833827532	0.387564971081	0.625810889252	0.765741509045	0.422939933692	0.503400521	0.425328971	0.488502657466	0.578832709	0.657212731028	0.768341340232	0.523395095953	0.613592363	0.561023893658	0.411491058589	0.341858522658	0.61832258255	0.425176718437	0.557955722221	0.443255770722	0.605691517394	0.356743189643	0.388539417777	0.550064291875	0.771343934771	0.518434340963	0.359266880359	0.695484589391	0.50007718325	0.838639244919	0.576958293635	0.48019416196
P37.G4.no.yes.no.unknown.mzXML	0.515481401727	0.762767069881	0.714515493711	0.547410928358	0.447090838276	0.454547279364	0.351307936	0.530353648704	0.424922652438	0.408468642592	0.413685136293	0.58972644641	0.52689122471	0.569150998862	0.451693581822	0.47108962538	0.488207501791	0.350371019974	0.85615523736	0.640693866461	0.34331724997	0.424418011727	0.620959156948	0.530110547235	0.434729672413	0.669366977827	0.508826458737	0.489322587787	0.718010136	0.881466807	0.770206994379	0.834023712664	0.753967869353	0.548841898128	0.763988975	0.495327964514	0.600717642198	0.657498255856	0.340964637648	0.651161634349	0.545711742546	0.374823092563	0.547288475679	0.342727912	0.473972366474	0.48040070826	0.412390432881	0.455255827089	0.512621235437	0.553505142786	0.738967111522	0.471366578529	0.577292402211	0.616698438192	0.514405069	0.815457079277	0.679199520802	0.832693214586	0.529034030177	0.646735843	0.463143958463	0.516237746903	0.669179403504	0.521079719239	0.391302526696	0.58883864585	0.30686964304	0.0	0.600746273399	0.556197006666	0.528053964472	0.542728719314	0.444044639556	0.597580129012	0.547581661226	0.589364681848	0.497918824502	0.521426997196	0.514263710971	0.642175507716	0.652224079869	0.431129457	0.569291816215	0.84553389204	0.401670430197	0.604000086594	0.684147758	0.365174462683	0.559046421441	0.470872662175	0.509211117718	0.615099150423	0.457915535355	0.42756986	0.605020097803	0.756609852529	0.377850114445	0.421148456868	0.449967838825	0.461346772192	0.576429346635	0.641055268615	0.770089862575	0.489862257785	0.565816637651	0.559746910321	0.41192868147	0.338701013653	0.587706502255	0.376792008493	0.543804264912	0.431648304568	0.62815013693	0.336855043658	0.390523188695	0.534896466535	0.751125982124	0.443178978949	0.385093034307	0.632603802816	0.504320168983	0.792824716207	0.555418834334	0.490970036745
P38.A10.no.no.no.unknown.190919193029.mzXML	0.649840089825	0.74411080136	0.779734907423	0.671992821328	0.455060184183	0.686588426157	0.596333358193	0.604705854802	0.549698075225	0.553636011554	0.616451619425	0.746160152746	0.693251851847	0.744869339	0.581529280791	0.502814979243	0.643415246535	0.587725332794	0.829904772085	0.52004585532	0.526102874474	0.619051008381	0.676948620162	0.608581732413	0.655388788172	0.670724134165	0.661326474831	0.618828721572	0.819258561639	0.884744635769	0.793655321825	0.866146409268	0.763126809829	0.61962568619	0.806405043613	0.657824739342	0.675770947324	0.714900782143	0.497461098251	0.66963238767	0.533561729601	0.42025611029	0.664718210832	0.554631977109	0.642972536929	0.618444874428	0.58015750479	0.577342113	0.723121048831	0.760719893479	0.785032731	0.601296561601	0.7330538396	0.704070167556	0.653623444307	0.762482635881	0.825000314087	0.767802562348	0.622176382189	0.532882757066	0.578575199736	0.627101851492	0.709299274983	0.577051651366	0.606212533016	0.705426502736	0.542673646771	0.600746273399	0.0	0.495326560748	0.636797820637	0.755790151145	0.653234876653	0.687130545939	0.712219830568	0.754396414614	0.756471491756	0.758256420121	0.720843618	0.675414895	0.761878085119	0.557793902116	0.678588290518	0.858912045242	0.522328418	0.609916715805	0.688515858377	0.489601967724	0.682041551682	0.641922556432	0.669188369496	0.807701490327	0.578759696211	0.434028384868	0.698373184246	0.789503690631	0.571279281071	0.631729919816	0.636537320818	0.660582096812	0.662916177831	0.654333018864	0.812021888094	0.694994190458	0.736760371868	0.701873489298	0.6007315262	0.56078907222	0.809303069674	0.586289794827	0.63848766	0.56950817557	0.573843864213	0.648160560176	0.578173031945	0.725754699177	0.760799838641	0.680698438479	0.560730879341	0.815764815539	0.687906789624	0.832977793833	0.73956664426	0.641700428104
P38.A4.no.no.no.unknown.190919203658.mzXML	0.601884648	0.761384948523	0.778084192552	0.704419558443	0.534937363535	0.636778271363	0.587991827382	0.579124182	0.559161998441	0.576975847788	0.584830590585	0.727485163864	0.596205377	0.712893291144	0.580328223	0.537594559387	0.663475359673	0.640163184	0.864061813136	0.640436743921	0.584043047624	0.560652178659	0.687781417312	0.654535555655	0.635273996365	0.720646825279	0.624388178	0.538489931923	0.79358687769	0.88005010982	0.786108794963	0.860694156348	0.784525460862	0.624942108375	0.807445176711	0.703382621445	0.698480994452	0.753600264246	0.547901829452	0.671792399836	0.425858123565	0.446597055553	0.667739558	0.522216446283	0.585808755965	0.56973422957	0.577676383	0.587340128206	0.699044319053	0.719493467701	0.8003382901	0.549985627775	0.717908270718	0.713033941713	0.682851601524	0.75184557	0.764101273236	0.740294818519	0.56013076744	0.617883567427	0.546573169866	0.671560485478	0.69658732509	0.642023080642	0.644653953289	0.685233931944	0.577225823	0.556197006666	0.495326560748	0.0	0.549661104775	0.712376746137	0.576438565788	0.696006190064	0.697707163698	0.694994393915	0.714306734857	0.721356152279	0.674006370163	0.662313949169	0.745591971254	0.654473601482	0.723232975723	0.897334618147	0.615625591192	0.367791687	0.700889480551	0.544027136088	0.667646808834	0.658058400539	0.637212419726	0.742798832228	0.657293566343	0.54005986431	0.716491133433	0.829025680223	0.654388780618	0.530386688	0.542169742	0.629797721889	0.57478157	0.672307273983	0.802559508197	0.687598596625	0.689045296	0.669030158496	0.552623994447	0.536416805464	0.764482181361	0.576904532058	0.534902706233	0.505507350753	0.559286963441	0.612851220387	0.579132273158	0.66784236717	0.559465890559	0.602660133795	0.583101968583	0.785566336571	0.670249926824	0.865334954933	0.690156908465	0.598720551197
